Issue Type	Issue key	Issue id	Summary	Assignee	Assignee Id	Priority	Status	Custom field (Dev Team)	Labels	Labels	Custom field (Stage)	Custom field (Stage)	Custom field (Stage)	Custom field (Stage)	Custom field (Stage)	Created	Custom field (Flagged)	Reporter	Reporter Id	Custom field (Severity)	Custom field (Severity)	Custom field (Severity)	Custom field (Severity)	Custom field (Severity)	Custom field (Severity)	Custom field (Severity)	Resolved	Custom field (Support Severity)	Custom field (Support Severity)	Custom field (Support Severity)	Custom field (Support Severity)	Custom field (Root cause)	Custom field (Root cause)	Custom field (Root cause)	Custom field (Root cause)	Custom field (Solution)	Custom field (Solution)	Custom field (Solution)	Custom field (Solution)	Updated	Custom field (Request Type)	Custom field (User job to be done)	Custom field (Cluster)	Custom field (Cluster)	Custom field (Urgency)	Custom field (Urgency)	Custom field (Urgency)	Custom field (Customer)	Custom field (Reason)	Custom field (Reason)	Custom field (Analysis1)	Custom field (Analysis2)	Custom field (Analysis3)	Custom field (Exclude from Analysis)	Custom field (Runbook)	Custom field (Chance of reoccurrence)	Custom field (Chance of Reoccurrence)
Support Request	THQ-754	241023	Orders stuck in Rejected or REFUSED			Medium	Done									09/May/25 9:46 AM		PagerDuty	557058:3a56cb63-a64c-4692-b28a-630198427625								09/May/25 4:52 PM													05/Nov/25 10:18 AM				Routing				Lorna Jane			OrderStuck	Rejected					Zero
Support Request	THQ-752	240998	[Faherty] Automatic order reroute not routing orders to locations with stock	Mark Narvidas	712020:f4a3833e-694b-4f6e-8ce6-ff3e938b0e80	Medium	Done									08/May/25 7:36 PM		Andrew Bright	627e4e316ba8640069cffb0d								14/May/25 4:14 PM													05/Nov/25 8:30 AM				Stock		Medium		Faherty	ATP	Order_Discrepancy	NotRouted	WhenThereIsATP					High
Support Request	THQ-748	240925	[Faherty] Order stuck in Customer Pick Up status on AA	Mark Narvidas	712020:f4a3833e-694b-4f6e-8ce6-ff3e938b0e80	Medium	Done									07/May/25 11:52 PM		Ankita Dubey	631627f58d88ec800fbf5779								02/Jun/25 11:43 AM							"The store fulfillment event stream projection got out of sync with the events themselves. This has occurred several times in the past, and thus is a recurring problem. 

We've written-up a runbook for future occurences of this issue: https://goodscloud.atlassian.net/wiki/spaces/HQ/pages/5490606084/Store+Fulfillment+Event+Sourcing+-+Rebuilding+a+Projection"						05/Nov/25 10:18 AM				Fulfill Orders		High		Faherty	Order_Discrepancy		OrderStuck	AwaitingPickup					High
Support Request	THQ-743	240873	[Clarks] AA delivery shipping address error 	Mark Narvidas	712020:f4a3833e-694b-4f6e-8ce6-ff3e938b0e80	Medium	Done									07/May/25 5:01 PM		Noah Lunny	626f86467dd556006afbc04c								12/Jun/25 2:07 PM							The customer experienced a problem with timeouts, we've communicated several options to improve their implementation. Have not heard back for a week so closing the ticket. Will happily continue the discussion should the customer come back. In that case please create a new support ticket linking to this ticket for reference.						05/Nov/25 1:52 PM				Fulfill Orders		Medium		Clarks	Delivery		ShippingOptionsFail	ShippingAddress					Low
Support Request	THQ-741	240846	[whitestuff] follow-up to THQ-548	Peter Cipov	63ad8c33741248746bf6b6f8	Medium	Done									07/May/25 3:04 PM		Brandon Wargo	5c07e33c9d4db33a1f658dc9								09/May/25 3:27 PM													05/Nov/25 5:36 PM				Promotions		High		White Stuff	regresion				Duplicate	Yes			Zero
Support Request	THQ-961	240822	[rmwilliams-staging] - No Payment "Capture" on Order 	Ra-el Peters	712020:11204680-50be-4775-b04b-e5cee39caab6	Medium	Done									07/May/25 12:52 PM		Simon Theisse	712020:50762d09-52c0-4d65-be9d-93f32a7c681e								06/Jun/25 11:20 AM							"The has issues during testing, probably due to missing configuration. The issues are no longer happening so it seems to be fixed. 

Would be good if we could see the cause of the issue more easily"						05/Nov/25 10:33 AM	Change Requests or Questions			Refund		High		RM Williams	Refunds		RefundStuck						Low
Support Request	THQ-750	240784	UPC missing in insights	Mark Narvidas	712020:f4a3833e-694b-4f6e-8ce6-ff3e938b0e80	Medium	Done									06/May/25 9:58 PM		Ankita Dubey	631627f58d88ec800fbf5779								13/May/25 4:19 PM													05/Nov/25 5:30 PM				Order Data		High		Shinola/Filson	Data_Synchronisation	ThoughtSpot	CatalogImportFails						Zero
Support Request	THQ-731	240778	[Faherty] Order fulfillments are not showing in Associate App, though they have have been routed to store	Ra-el Peters	712020:11204680-50be-4775-b04b-e5cee39caab6	Medium	Done									06/May/25 8:36 PM		Jorge Yip	60d5c928b1f93b0069c6fe6e								19/May/25 6:04 PM													05/Nov/25 12:37 PM				Fulfill Orders		High		Faherty	Order_Routing		FulfillmentRequestsNotOnAA						Low
Support Request	THQ-730	240773	[multiple retailers] Runner notifications not working as expected	Mark Narvidas	712020:f4a3833e-694b-4f6e-8ce6-ff3e938b0e80	Medium	Done									06/May/25 7:41 PM		PagerDuty	557058:3a56cb63-a64c-4692-b28a-630198427625								08/May/25 4:31 PM													05/Nov/25 1:38 PM				Runner		High		Footasylum	Push_Notifications		PushNotificationsMissing						N/A
Support Request	THQ-698	240491	Combined Promotions not working as expected (Cos Bar)	Berrak Celik	5aa7b7d6655d8c2a1c233e88	Medium	Done									03/May/25 1:29 AM		Austin Grady	621c7d1b8a4bb60068f08be9								17/Sep/25 2:19 PM							Support informed we can close the ticket.						05/Nov/25 3:16 PM				Promotions		High		Cos Bar	N/A		PromotionsUnexpectedBehavior						Zero
Support Request	THQ-696	240487	Transfer Order Error unable to Complete (Faherty)	Mark Narvidas	712020:f4a3833e-694b-4f6e-8ce6-ff3e938b0e80	Medium	Done									03/May/25 1:06 AM		Austin Grady	621c7d1b8a4bb60068f08be9								06/Jun/25 11:48 AM							Customer has left NewStore.						05/Nov/25 1:18 PM				Receive/Transfer/Adjust Inventory		High		Faherty	Customer_Leaving		TransferErrorCompleting						Zero
Support Request	THQ-695	240485	[5SN] Issue with location assignment saving in NOM			Low	Done									02/May/25 11:47 PM		Ankita Dubey	631627f58d88ec800fbf5779								17/Sep/25 2:22 PM							Support informed we can close the ticket.						05/Nov/25 2:12 PM				No Classification Available		Medium		5SN			UsersMissingStoreAssignment						Zero
Support Request	THQ-960	240476	[JamesAvery-sandbox] Historical refund processed to Adyen	Mark Narvidas	712020:f4a3833e-694b-4f6e-8ce6-ff3e938b0e80	Medium	Done									02/May/25 7:32 PM		Mallory Olivieri	5cecf2714283500fc709051e								06/Jun/25 11:25 AM							"After a thorough investigation and communicating to all parties involved (including conversations with Payments team, Team Checkout, and responsible Solutions Architect), we've come to conclusion that the only way this has worked in the past is if back in 2022 another version of Returns API was used (there are two versions live currently). Both of those versions are owned by Team Checkout, so if customer/integration partners feel they want changes made in those, we would need to re-assign the work.

Overall we've provided a path forward for the customer and outlined all of our investigation which we hope will aid in setting up the historical imports."						05/Nov/25 10:42 AM				Order Injection		High		James Avery	Refunds		HistoricalOrdersUnexpectedRefund						Low
Support Request	THQ-685	240413	[funko-staging] get order details api by order type is returning different product attributes	Mark Narvidas	712020:f4a3833e-694b-4f6e-8ce6-ff3e938b0e80	Medium	Done									01/May/25 9:53 PM		Jorge Yip	60d5c928b1f93b0069c6fe6e								06/Jun/25 11:38 AM							"In Python, 0 evaluates to False, which means when price_catalog is 0, the field is omitted from the JSON output.

The fix introdued makes sure that when price_catalog value is 0.0, implementation correctly includes it in the resulting payload. This has likely been an issue that fell through the cracks at the time.

It can be seen from the earlier logic in the code that there was a desire to default to 0.0 (even if Catalog API returns None value), but it was later lost due a bug in conditional logic.

Public API Endpoint affected:
https://docs.newstore.net/api/integration/order-management/sales_order_api/"						05/Nov/25 8:35 AM				Order Data		Medium		Funko	API_Inconsistency		GetOrderDetailsAPIUnexpectedbehavior						Zero
Support Request	THQ-692	240401	[vbretail-staging]Packing slip using wrong locale template	Mark Narvidas	712020:f4a3833e-694b-4f6e-8ce6-ff3e938b0e80	Medium	Done									01/May/25 5:14 PM		Mallory Olivieri	5cecf2714283500fc709051e								11/Jun/25 5:23 PM							"The customer had questions about how locales are handled in documents like `packing_slip`. We've done the investigation and communicated the business behaviours.

For internal use, and to solve such questions more efficiently in the future there's now also an informational runbook available:
https://goodscloud.atlassian.net/wiki/spaces/HQ/pages/5523636245/How+locale+handling+works+in+Store+Fulfillment+documents"						04/Nov/25 5:20 PM				Templates		High		Veronica Beard	Locale_Issues		CannotAddLocaleToTemplate		Request				Low
Support Request	THQ-681	240390	Carton Scan not working as expected.	Mark Narvidas	712020:f4a3833e-694b-4f6e-8ce6-ff3e938b0e80	Medium	Done									01/May/25 9:21 AM		Em Q.	712020:22580d0e-83f8-4e3d-b6be-f99419133326								23/May/25 1:09 PM													05/Nov/25 8:39 AM	Change Requests or Questions			Receive/Transfer/Adjust Inventory		Medium		Trybe	Barcode_Scanning		CannotReceiveWithCarton	CartonNotFound					High
Support Request	THQ-664	240267	Error on checkout with custom shipping 	Artem Tykhoniuk	712020:0a8b54c9-b16f-41af-ac84-f6b779fe88f0	Blocker	Done									30/Apr/25 5:47 AM		Em Q.	712020:22580d0e-83f8-4e3d-b6be-f99419133326								07/May/25 8:29 AM													04/Nov/25 4:52 PM				Fulfill Orders		High		Leays	Configuration		ShippingOptionsFail	ShippingAddress					Zero
Support Request	THQ-650	240170	[Veja] - Sizes Display Order [all environment] EU Sizes	Ra-el Peters	712020:11204680-50be-4775-b04b-e5cee39caab6	Medium	Done									29/Apr/25 10:15 AM		Simon Theisse	712020:50762d09-52c0-4d65-be9d-93f32a7c681e								12/May/25 10:51 AM													04/Nov/25 3:54 PM				Catalog		High		Veja	Configuration		CatalogUpdateSize&Sorting						High
Support Request	THQ-634	240085	[clarks] - Error on shipping offer - Future launch for Clarks impacted	Mark Narvidas	712020:f4a3833e-694b-4f6e-8ce6-ff3e938b0e80	Medium	Done									28/Apr/25 3:14 PM		Simon Theisse	712020:50762d09-52c0-4d65-be9d-93f32a7c681e								12/Jun/25 2:09 PM							"From our initial investigation, this particular logistic order state (SHIPPING_OFFER_UPDATE_ERROR) can be reached by a transient error - like an external system not being available - or an issue with the shipping address.

It was deemed to be caused by a transient error, the retailer was able to perform a retry in NOM and it solved the problem.

The original problem observed by the retailer had been an intermittent issues with the 3rd party intergation."						04/Nov/25 4:53 PM				Fulfill Orders		High		Clarks	Delivery		ShippingOptionsFail	ShippingOfferUpdateError					Low
Support Request	THQ-633	240077	[allsaints] NewStore IOS Notification issues	Mark Narvidas	712020:f4a3833e-694b-4f6e-8ce6-ff3e938b0e80	Medium	Done									28/Apr/25 2:24 PM		Vivek Bharti	5c8787bebddad83db0c4522b								13/May/25 4:27 PM													05/Nov/25 1:38 PM				Runner		High		AllSaints	Notifications	Push_Notifications	PushNotificationsMissing						Zero
Support Request	THQ-623	240008	Item On Hold for insuf. inventory but there is ATP  (Monkeysports)			Medium	Done									26/Apr/25 12:41 AM		Austin Grady	621c7d1b8a4bb60068f08be9								17/Sep/25 2:21 PM							Support informed we can close the ticket.						05/Nov/25 8:31 AM				Stock		Medium		Monkey Sports			NotRouted	WhenThereIsATP					Zero
Support Request	THQ-618	239992	[wolverine] lower case coupon names and default caps lock in AA causing issues	Mark Narvidas	712020:f4a3833e-694b-4f6e-8ce6-ff3e938b0e80	Medium	Done									25/Apr/25 5:25 PM		Brandon Wargo	5c07e33c9d4db33a1f658dc9								20/May/25 10:04 AM													05/Nov/25 5:32 PM				Promotions		Medium		Wolverine	Data_Validation	Discount_Code			FeatureRequest	Yes			Low
Support Request	THQ-614	239951	[Kurt Geiger] - Different product sizes displayed between AA and NOM	Mark Narvidas	712020:f4a3833e-694b-4f6e-8ce6-ff3e938b0e80	Medium	Done									25/Apr/25 12:32 PM		Oyinloluwa Olatunji	627e4e3466eb58006980c1d3								07/May/25 1:05 PM													04/Nov/25 3:54 PM				Order Data		High		Kurt Geiger	Order_Discrepancy		CatalogUpdateSize&Sorting						High
Support Request	THQ-610	239923	[deseret-staging] inventory_transaction.asn_created event not sent	Mark Narvidas	712020:f4a3833e-694b-4f6e-8ce6-ff3e938b0e80	Medium	Done									24/Apr/25 9:11 PM		Brandon Wargo	5c07e33c9d4db33a1f658dc9								05/May/25 4:53 PM													04/Nov/25 4:02 PM				EventStream		Low		Deseret Books	Question		EventsMissing	Order					Low
Support Request	THQ-600	239875	[Veronica Beard-Prod] ASNs received but inventory was not updated - not found in Stock On Hand audit 			Medium	Triage									24/Apr/25 4:07 PM		Noah Lunny	626f86467dd556006afbc04c																					07/Nov/25 1:34 PM				Receive/Transfer/Adjust Inventory		High		Veronica Beard			TransactionDoesNotUpdateSOH						
Support Request	THQ-593	239825	[Untuckit-Staging] Enable Routing UI in the NOM	Mark Narvidas	712020:f4a3833e-694b-4f6e-8ce6-ff3e938b0e80	Medium	Done									24/Apr/25 1:09 AM		Austin Grady	621c7d1b8a4bb60068f08be9								30/Apr/25 9:40 AM													04/Nov/25 4:31 PM				Routing		High		Untuckit	Configuration		RoutingTurnOnFeature						High
Support Request	THQ-919	239824	[Frame] Request to pull a list of Return Orders with 2nd refund stuck in Pending	Ra-el Peters	712020:11204680-50be-4775-b04b-e5cee39caab6	Medium	Done									24/Apr/25 12:51 AM		Austin Grady	621c7d1b8a4bb60068f08be9								19/May/25 6:10 PM													05/Nov/25 10:12 AM				Refund		High		Frame	Question		OrderStuck	Pending					Low
Support Request	THQ-586	239791	[Veja] - Sizes Display Order [all environment]	Florent Peterschmitt	61dbef5aa54af90069bb001b	Medium	Done									23/Apr/25 3:54 PM		Simon Theisse	712020:50762d09-52c0-4d65-be9d-93f32a7c681e								28/Apr/25 2:10 PM													04/Nov/25 3:54 PM				Catalog		Medium		Veja	Configuration		CatalogUpdateSize&Sorting						High
Support Request	THQ-582	239728	[lornajaneoms] Import behaviour	Ra-el Peters	712020:11204680-50be-4775-b04b-e5cee39caab6	Medium	Done									23/Apr/25 3:30 AM		Em Q.	712020:22580d0e-83f8-4e3d-b6be-f99419133326								14/Jul/25 10:26 AM							The Availability Import was being done in both "on hand" and "apt" mode to the same Fulfillment Node. 						05/Nov/25 4:07 PM				Stock		High		Lorna Jane	Data_Synchronisation		AvailabilityImportUnexpectedBehavior						Low
Support Request	THQ-615	239597	Unable to process refund without adding email (Veronica Beard)	Mark Narvidas	712020:f4a3833e-694b-4f6e-8ce6-ff3e938b0e80	Medium	Done									19/Apr/25 12:30 AM		Austin Grady	621c7d1b8a4bb60068f08be9								06/May/25 11:31 AM													05/Nov/25 1:56 PM				Refund		High		Veronica Beard	Data_Validation		CannotAppeaseOrder						Zero
Support Request	THQ-564	239595	[AnineBing] Emailing Sales Receipt Deliverability Issues	Mark Narvidas	712020:f4a3833e-694b-4f6e-8ce6-ff3e938b0e80	Medium	Done									18/Apr/25 11:02 PM		Ankita Dubey	631627f58d88ec800fbf5779								30/Apr/25 9:39 AM													04/Nov/25 5:16 PM				Documents		High		Anine Bing	Configuration		EmailNotifications	DoNotReachCustomers					Low
Support Request	THQ-562	239591	[fossilgroup] HSN code not displayed in sales receipt			Medium	Done									18/Apr/25 9:48 PM		Sanjana Mallikarjun dhabadi	61d2d6a549f1950069266a28								18/Sep/25 12:59 PM							https://newstoreinc.slack.com/archives/C07U2UP31CP/p1758121074021529?thread_ts=1758054436.504149&cid=C07U2UP31CP						05/Nov/25 5:32 PM				Order Data		Low		Fossil					FeatureRequest	Yes			Zero
Support Request	THQ-558	239579	[All Saints] - Missing Receiving Transaction			Medium	Done									18/Apr/25 3:35 PM		Oyinloluwa Olatunji	627e4e3466eb58006980c1d3								01/Oct/25 5:03 PM							Support reached out saying it can be closed						05/Nov/25 3:14 PM				Receive/Transfer/Adjust Inventory		High		AllSaints			CannotFindTransaction	ExternalID					Zero
Support Request	THQ-554	239564	Discrepancy between Available units in store vs Inventory Lookup (Birkenstock)	Austin Grady	621c7d1b8a4bb60068f08be9	Medium	Done									18/Apr/25 1:48 AM		Austin Grady	621c7d1b8a4bb60068f08be9								23/May/25 2:03 AM													05/Nov/25 1:16 PM				Stock		Low		Birkenstock	cancel		ATPWrong						N/A
Support Request	THQ-552	239552	[Veja] - Sales receipt: No SKU found	Ra-el Peters	712020:11204680-50be-4775-b04b-e5cee39caab6	Medium	Done									17/Apr/25 8:44 PM		Sanjana Mallikarjun dhabadi	61d2d6a549f1950069266a28								25/Apr/25 10:00 AM													05/Nov/25 2:21 PM				Store		Low		Veja	Configuration		TemplateMissingData						Zero
Support Request	THQ-544	239465	[Wolford] Error trying to finalize an inventory adjustment, error prompt is not displayed			Medium	Done									16/Apr/25 6:31 PM		Jorge Yip	60d5c928b1f93b0069c6fe6e								18/Jul/25 2:27 PM							New app version resolved this issue.						05/Nov/25 6:58 PM				Receive/Transfer/Adjust Inventory		High		Wolford			AdjustmentErrorCompleting						Zero
Support Request	THQ-538	239316	[Jules] Sort sizes on PDP for Jules 	Florent Peterschmitt	61dbef5aa54af90069bb001b	Medium	Done									16/Apr/25 8:40 AM		Marc Tran Du Trieu	629f2112451c000069651f4f								22/Apr/25 2:37 PM													04/Nov/25 3:54 PM				Catalog		Low		Just Brands	Configuration		CatalogUpdateSize&Sorting						Low
Support Request	THQ-535	239315	[Jules] Sort sizes on PDP for Jules 	Marc Tran Du Trieu	629f2112451c000069651f4f	Medium	Done									16/Apr/25 8:38 AM		Marc Tran Du Trieu	629f2112451c000069651f4f								22/Apr/25 11:22 AM													04/Nov/25 3:54 PM				Catalog		Low		Munro	Sorting		CatalogUpdateSize&Sorting						Zero
Support Request	THQ-528	239202	[Filson] NOM exporting from Counts and Transactions not working			Medium	Done									15/Apr/25 8:59 PM		Ankita Dubey	631627f58d88ec800fbf5779								04/Jul/25 9:49 AM							"Apparently unable to download due to network error. Not clear what was done. Seems to be a transient error reading the comments and ticket description. 
Export button does not trigger download."						05/Nov/25 2:17 PM				Receive/Transfer/Adjust Inventory		High		Shinola/Filson	Performance		TransactionsExportTimingOut						Low
Support Request	THQ-548	239106	[whitestuff] Errors trying to place 100% discount on order in new version of Associate App 1.62.0	Florent Peterschmitt	61dbef5aa54af90069bb001b	Medium	Done									15/Apr/25 3:36 PM	Impediment	Brandon Wargo	5c07e33c9d4db33a1f658dc9								30/Apr/25 5:26 PM													05/Nov/25 3:17 PM				Promotions		High		White Stuff	bug		PromotionsUnexpectedBehavior						Zero
Support Request	THQ-524	238979	[Veja] - Sizes Display Order			Medium	Done									15/Apr/25 9:34 AM		Simon Theisse	712020:50762d09-52c0-4d65-be9d-93f32a7c681e								17/Apr/25 11:34 AM													04/Nov/25 3:55 PM				Catalog				Veja			CatalogUpdateSize&Sorting						Zero
Support Request	THQ-522	238954	[Roots] Request to Update Email Sending Authentication Method			Medium	Done									15/Apr/25 8:06 AM		Ankita Dubey	631627f58d88ec800fbf5779								08/Jul/25 4:16 PM							Feature request. We are already marking this for Discovery. Not clear when this will become a problem officially.						04/Nov/25 5:17 PM				Fulfill Orders		High		Roots	feature		EmailNotifications	CannotUpdateEmailSendingAuthenticationMethod	Request				High
Support Request	THQ-598	238879	[Jewells] Unable to Push EasyPost config	Florent Peterschmitt	61dbef5aa54af90069bb001b	Medium	Done									14/Apr/25 7:47 PM		joao.goncalves	qm:d7daf5dd-d633-4d1d-9841-8b135c454246:99494e0c-c477-4bed-80a1-b989bb589b13								30/Apr/25 1:29 PM													05/Nov/25 12:44 PM				No Classification Available		Low		Just Brands	Configuration		EasypostCannotUpdateConfig						Zero
Support Request	THQ-516	238775	[Wolford] Order Dashboard Export, It does not include consumer profile name			Medium	Done									14/Apr/25 3:44 PM	Impediment	Jorge Yip	60d5c928b1f93b0069c6fe6e								04/Jul/25 9:45 AM							By design we don't use the first and last name in the export. Missing feature.						05/Nov/25 5:33 PM				Order Data		Low		Wolford	feature				FeatureRequest	Yes			Zero
Support Request	THQ-514	238749	[lornajaneoms] Redrive sales order events for TIDE team (negative discounts)	Mark Narvidas	712020:f4a3833e-694b-4f6e-8ce6-ff3e938b0e80	Medium	Done									14/Apr/25 2:10 PM		Mark Narvidas	712020:f4a3833e-694b-4f6e-8ce6-ff3e938b0e80								24/Apr/25 10:40 AM													04/Nov/25 4:02 PM				EventStream		Medium		Lorna Jane	Order_Discrepancy		EventsMissing	Order					Zero
Support Request	THQ-517	238649	[clarks] - Delay in order update event			Medium	Done									14/Apr/25 9:52 AM		Simon Theisse	712020:50762d09-52c0-4d65-be9d-93f32a7c681e								04/Jul/25 9:44 AM							"Database failovers causing this issue. We did a DB upgrade overall. We did not encounter this issue since.
The problem can come back, but we will try to improve the overall resilience in these cases."						05/Nov/25 5:20 PM				Order Data		Medium		Clarks			EventsDelayed						Low
Support Request	THQ-482	238505	Second Refund stuck in Pending (Frame)			Medium	Done									12/Apr/25 2:01 AM		Austin Grady	621c7d1b8a4bb60068f08be9								13/Aug/25 5:45 PM							Unknown - "I see the refunds are no longer pending and are appearing as processed successfully in NOM"						05/Nov/25 10:34 AM				Refund		High		Frame	Refunds		RefundStuck						Zero
Support Request	THQ-512	238190	Enable third party promotion engine for bzb-staging/bzb	Florent Peterschmitt	61dbef5aa54af90069bb001b	Medium	Done									11/Apr/25 9:37 AM		Marc Tran Du Trieu	629f2112451c000069651f4f								22/Apr/25 4:00 PM													04/Nov/25 5:28 PM				Promotions		Critical		Just Brands	Configuration		PromotionsTurnOnFeature						Low
Support Request	THQ-468	238087	[Clarks][Prod] In-store pickup options generating inaccurate list - missing locations	Björn Pötzschke	557058:90c76b7e-e7bf-4322-8392-2bc1c9698921	Critical	Done									10/Apr/25 6:40 PM		Noah Lunny	626f86467dd556006afbc04c								23/Apr/25 1:52 PM													05/Nov/25 3:46 PM				Routing		High		Clarks	replay-events		BOPISOptionsInaccurate						Low
Support Request	THQ-546	237673	[roots-staging] order not injecting because of possible order mapping issue with discount	Stefano Gambino	5f464b3d8d89e30046ac429a	Medium	Done									09/Apr/25 8:30 PM		Brandon Wargo	5c07e33c9d4db33a1f658dc9								28/Apr/25 2:10 PM													05/Nov/25 3:23 PM				Order Injection		Low		Roots	request_for_explanation		PromotionsUnexpectedBehavior						Low
Support Request	THQ-458	237620	[AbLabs for SweatyBetty] - Catalog API capping at 2000	Berrak Celik	5aa7b7d6655d8c2a1c233e88	Medium	Done									09/Apr/25 5:24 PM		Mallory Olivieri	5cecf2714283500fc709051e								17/Sep/25 2:19 PM							Support informed we can close the ticket.						05/Nov/25 12:54 PM				Catalog		High		Sweaty Betty	N/A		CatalogErrorLimit						Zero
Support Request	THQ-454	237597	[RM Williams] Discrepancies between stock levels and SOH			Medium	Done									09/Apr/25 4:00 PM		Oyinloluwa Olatunji	627e4e3466eb58006980c1d3								04/Jul/25 9:42 AM							"Known issue of data discrepancy between multiple sources. We are mitigating this.
Until mitigated this will happen a lot."						05/Nov/25 8:41 AM				Stock		Medium		RM Williams			SOH<>StockLevels						High
Support Request	THQ-451	237113	return_label_url validation			Medium	Done									07/Apr/25 7:44 PM		Mayank Gupta	605dcd170a9b690071c493bb								07/Jul/25 9:41 AM							"Speaking with Florent, Meriam, Evgheni - it seems like:
* there is validation, if stores have return label documents configured then the shipping adapters must return a valid response with a valid URL in the return_label_url field 
* spec is clear about the requirement for this field for return shipments 
* they must have changed something on their end that made the adapter not compliant because i don’t see any request for return shipments


Therefore most likely something done by the retailer. Good they fixed it on their own."						05/Nov/25 1:22 PM				Fulfill Orders		Medium		AllSaints	request_for_explanation		ShipmentBookingWrongLabelURL						Zero
Support Request	THQ-436	236304	[fossilgroup] - Replaying events	Fabio Ribeiro	629a28b4e000550067e7f783	Medium	Done									03/Apr/25 6:04 PM		Simon Theisse	712020:50762d09-52c0-4d65-be9d-93f32a7c681e								15/Apr/25 9:50 AM													04/Nov/25 4:02 PM				EventStream		High		Fossil	replay-events		EventsMissing						Low
Support Request	THQ-407	236280	[Marine-Layer] ATP Export is not working as expected	Mark Narvidas	712020:f4a3833e-694b-4f6e-8ce6-ff3e938b0e80	Medium	Done									03/Apr/25 4:11 PM		Jorge Yip	60d5c928b1f93b0069c6fe6e								27/Jun/25 12:26 PM							"Followed the existing runbook to redrive ATP events and bring the `availability_export` database back in sync.

https://goodscloud.atlassian.net/wiki/spaces/HQ/pages/4909400066/Recalculate+ATP"						05/Nov/25 1:59 PM				Stock		High		Marine Layer	ATP		AvailabilityExportUnexpectedBehavior						High
Support Request	THQ-406	236277	[RM Williams] Shipping Options Webhook is sending zero prices 			Medium	Done									03/Apr/25 3:53 PM		Mallory Olivieri	5cecf2714283500fc709051e								27/Aug/25 10:27 PM							duplicate of THQ-1495						05/Nov/25 2:23 PM				Fulfill Orders		Medium		RM Williams	Configuration		ShippingOptionsWrongPrice						N/A
Support Request	THQ-374	236060	[Funko-staging] Easypost configuration payload error - Invalid NewStore credentials Inquiry			Medium	Done									02/Apr/25 11:49 PM		Jorge Yip	60d5c928b1f93b0069c6fe6e								08/Apr/25 7:05 PM													05/Nov/25 12:45 PM				No Classification Available		Low		Funko	BAU		EasypostCannotUpdateConfig						Zero
Support Request	THQ-369	236001	[allsaints-staging] DC created when it should have been a store			Medium	Done									02/Apr/25 7:58 PM		Brandon Wargo	5c07e33c9d4db33a1f658dc9								07/Jul/25 10:40 AM							"Unfortunately this is not available in the system as it is today. Until we have an API that can soft-delete such cases we should really stay away from any database change.

*+Suggestion from Brandon:+*
Also, another quick win would be to explicitly call out that we cannot modify Fulfillment locations in our Documentation.  
As I explained to the retailer: “ I would highly suggest that this is carefully planned and executed when performed on a Production environment.”"						05/Nov/25 1:57 PM				Store		Medium		AllSaints	feature		CannotUpdateLocationType						Low
Support Request	THQ-363	235739	[Roots] Require HTS_NUMBER Field to be Sent to Carrier	Fabio Ribeiro	629a28b4e000550067e7f783	Medium	Done									02/Apr/25 2:11 AM		Ankita Dubey	631627f58d88ec800fbf5779								22/May/25 2:00 PM													05/Nov/25 5:33 PM				Fulfill Orders		High		Roots	feature				FeatureRequest	Yes			Zero
Support Request	THQ-362	235729	ASN Created with product not available in NewStore Catalog (Funko)	Marek Stasikowski	712020:794036c3-3af3-4b00-bf37-8c6a9144f28c	Medium	Done									02/Apr/25 12:53 AM		Austin Grady	621c7d1b8a4bb60068f08be9								13/Jun/25 11:32 AM							temporary issue, currently non-reproducible						05/Nov/25 4:09 PM				Receive/Transfer/Adjust Inventory		High		Funko	unexpected_behavior		ASNProductsNotInCatalog						Low
Support Request	THQ-361	235728	Coupon adjustments			Medium	Done									02/Apr/25 12:32 AM		Em Q.	712020:22580d0e-83f8-4e3d-b6be-f99419133326								05/May/25 10:16 AM													05/Nov/25 6:59 PM				Promotions		Medium		Munro			PromotionsCannotDeleteCoupon		Request				Low
Support Request	THQ-355	235413	[monkeysports] problems with re-routing orders after swapping items	Ra-el Peters	712020:11204680-50be-4775-b04b-e5cee39caab6	Medium	Done									31/Mar/25 9:58 PM	Impediment	Brandon Wargo	5c07e33c9d4db33a1f658dc9								11/Apr/25 12:46 PM													05/Nov/25 8:31 AM				Routing		High		Monkey Sports	Order_Routing		NotRouted	WhenThereIsATP					Low
Support Request	THQ-343	234661	[Veronica Beard] Ready for Pickup email did not render document based on the store or customer locale	Ra-el Peters	712020:11204680-50be-4775-b04b-e5cee39caab6	Medium	Done									27/Mar/25 11:39 PM		Jorge Yip	60d5c928b1f93b0069c6fe6e								15/Apr/25 2:35 PM													04/Nov/25 5:18 PM				Templates		High		Veronica Beard	Receipt_Printing		EmailNotifications	EmailsNotSent					Zero
Support Request	THQ-332	234258	[Clarks] Delete ASNs			Medium	Done									26/Mar/25 7:55 PM		Ankita Dubey	631627f58d88ec800fbf5779								04/Jul/25 9:40 AM							Worked on by support. Will get RETOOL capability here - no actions needed.						05/Nov/25 4:11 PM				Receive/Transfer/Adjust Inventory		Low		Clarks	feature		ASNCannotDelete		Request				Zero
